GPCUSTID,BBDDate,BBDate,BBAmount,BBTransDesc
WOODARD55610   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147815      
WOODBURY58929  ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149291      
WOODHOUSE3439  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150189      
WOODMAN56026   ,1-Oct-2016,26-Oct-2016,30.00,EPIV00000104768      
WOODMANSEE56855,1-Jun-2017,26-Jun-2017,12.00,EPIV00000146555      
WOODMANSEE56855,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152584      
WOODRUFF59531  ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151947      
WOODRUFF59531  ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145940      
WOODS51465     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000143617      
WOODS51465     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149543      
WOODS58186     ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000151195      
WOODS60382     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147965      
WOODS60382     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142092      
WOODS60491     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147962      
WOOLERY54537   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149708      
WOOLF54664     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148536      
WOOLLEY56907   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150488      
WOOLLEY60280   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150355      
WOOLSTENHULME61,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148036      
WOOLSTON7989   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152260      
WORKMAN6472    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150388      
WORRELL57030   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148648      
WORTHEN53741   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148277      
WORTHEN55796   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152333      
WORTHINGT1854  ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151590      
WRIGHT2499     ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000149709      
WRIGHT51046    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142723      
WRIGHT51046    ,1-May-2017,26-May-2017,30.00,EPIV00000137022      
WRIGHT51046    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148615      
WRIGHT52351    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000153063      
WRIGHT53565    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147784      
WRIGHT55474    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151736      
WRIGHT55474    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000145742      
WRIGHT60340    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153005      
WRIGHT7415     ,1-Jul-2017,26-Jul-2017,15.00,EPIV00000150343      
WYATT3041      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000149236      
WYATT3041      ,1-Jun-2017,25-Jun-2017,30.00,EPIV00000143317      
WYATT51828     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142614      
WYATT51828     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148500      
WYATT51828     ,1-May-2017,26-May-2017,30.00,EPIV00000136916      
WYATT52471     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153177      
WYATT52471     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000147125      
WYATT56172     ,28-Jun-2017,1-Jan-1900,-3.00,PYMNT00037681        
WYATT57351     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152028      
WYNDER53271    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148045      
WYNDER53271    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000142166      
XMISSION       ,7-Jul-2017,7-Jul-2017,154644.21,UIA-1839             
XMISSION       ,7-Jul-2017,7-Jul-2017,140700.28,2904
XMISSION       ,3-Feb-2017,1-Jan-1900,-0.30,PYMNT00033084        
YARRINGTON52154,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147600      
YATES60647     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153153      
YEAMAN54378    ,1-Jun-2017,26-Jun-2017,31.50,EPIV00000145810      
YEAMAN54378    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000151807      
YIPTEL         ,8-Jun-2017,3-Jul-2017,6878.19,UIA-1812             
YIPTEL         ,7-Jul-2017,1-Aug-2017,3249.80,UIA-1840             
YIPTEL         ,7-Apr-2017,2-May-2017,4900.55,UIA-1756             
YODER52900     ,1-Feb-2015,26-Feb-2015,30.00,EPIV00000039782      
YODER52900     ,1-Apr-2015,26-Apr-2015,30.00,EPIV00000044303      
YODER52900     ,1-Mar-2015,26-Mar-2015,30.00,EPIV00000042007      
YONDOO         ,7-Jul-2017,1-Aug-2017,1064.72,2905
YOO58282       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151871      
YORK5656       ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150360      
YOSHIDA5450    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148174      
YOST57464      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148340      
YOUMAN61130    ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000146080      
YOUMAN61130    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152095      
YOUNG0774      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148606      
YOUNG1241      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150206      
YOUNG2450      ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000151168      
YOUNG50964     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151553      
YOUNG55756     ,11-Jul-2017,1-Jan-1900,-30.00,PYMNT00037893        
YOUNG59324     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147759      
YOUNG59465     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000148412      
YOUNG60281     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000151864      
YOUNG60960     ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000152269      
YOUNG61259     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149147      
YOUNGKEIT52495 ,1-Feb-2015,26-Feb-2015,30.00,EPIV00000038636      
YOUNGKEIT52495 ,1-Jan-2015,26-Jan-2015,30.00,SALES00001613        
YOUNGKEIT52495 ,1-Mar-2015,26-Mar-2015,30.00,EPIV00000040840      
YOUNICA60210   ,1-Jul-2017,26-Jul-2017,28.50,EPIV00000147631      
ZABRISKIE2451  ,13-Jul-2017,1-Jan-1900,-10.00,PYMNT00038001        
ZAHRT60542     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150611      
ZAHRT60542     ,1-Jun-2017,26-Jun-2017,30.00,EPIV00000144638      
ZAITZ57775     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000148885      
ZAMBRANO2452   ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000152647      
ZAPPITELL2477  ,1-Apr-2013,25-Apr-2013,25.00,EPIV00000000916      
ZAPPITELL2477  ,1-Feb-2013,25-Feb-2013,25.00,SCHED00009919        
ZAPPITELL2477  ,1-May-2013,25-May-2013,25.00,EPIV00000002308      
ZAPPITELL2477  ,1-Nov-2013,25-Nov-2013,25.00,EPIV00000011288      
ZAPPITELL2477  ,1-Nov-2012,25-Nov-2012,25.00,SCHED00005400        
ZAPPITELL2477  ,1-Jul-2013,25-Jul-2013,25.00,EPIV00000005201      
ZAPPITELL2477  ,1-Dec-2012,25-Dec-2012,25.00,SCHED00007250        
ZAPPITELL2477  ,1-Oct-2013,25-Oct-2013,25.00,EPIV00000009701      
ZAPPITELL2477  ,1-Jan-2013,25-Jan-2013,25.00,SCHED00008628        
ZAPPITELL2477  ,1-Jun-2013,25-Jun-2013,25.00,EPIV00000003736      
ZAPPITELL2477  ,1-Aug-2013,25-Aug-2013,25.00,EPIV00000006688      
ZAPPITELL2477  ,1-Dec-2013,25-Dec-2013,25.00,EPIV00000012935      
ZAPPITELL2477  ,1-Sep-2013,25-Sep-2013,25.00,EPIV00000008146      
ZAPPITELL2477  ,1-Mar-2013,25-Mar-2013,25.00,SCHED00011100        
ZAUGG7517      ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150506      
ZEHRUNG58943   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000147835      
ZENGER4946     ,1-Jul-2017,25-Jul-2017,30.00,EPIV00000153429      
ZEPEDA57287    ,1-Jul-2017,26-Jul-2017,31.50,EPIV00000149228      
ZESIGER55214   ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149009      
ZIDON57964     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150066      
ZIEGLOWSKY56792,1-Jul-2017,26-Jul-2017,30.00,EPIV00000153094      
ZIRKEL53954    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000149338      
ZIRKIN56391    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150304      
ZOBELL51510    ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150656      
ZULLO56608     ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000150215      
ZWERDLING59415 ,1-Jul-2017,26-Jul-2017,30.00,EPIV00000152470      
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
